Лента ООО БО-06,RU000A0JVRN8,,,34.90,,,,,,34.90,,,,,,34.90,,,,,,34.90,,,,,,34.90,,,,,,34.90,,,,,34.90,,,,,,34.90,,,,,
ВЭБ-лизинг АО 002-Р-01,RU000A0JVRV1,,,39.44,,,,,,39.44,,,,,,39.44,,,,,,39.44,,,,,,39.44,,,,,,39.44,,,,,,39.44,,,,,,39.44,,,,
ТрансФин-М ПАО БО-41,RU000A0JVS36,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,
Национальный капитал АО БО-08,RU000A0JVS93,,,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Удмуртская респ. обл. 2015,RU000A0JVSY3,,,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Концерн РОССИУМ ООО 01 об.,RU000A0JVT43,,,39.89,,,,,,39.89,,,,,,39.89,,,,,,39.89,,,,,,39.89,,,,,,39.89,,,,,,39.89,,,,,,39.89,,,,
ИАМультиоригинаторный 1 кл.А/3,RU000A0JVTM6,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56,,,0.56
ИА КМ ООО 01 об.,RU000A0JVTQ7,0.55,,,0.55,,,0.55,,,0.55,,,0.55,,,0.55,,,0.55,,,0.55,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,
Волгоградская обл. 35006 обл.,RU000A0JVU65,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Новосибирск  мун.обл. 2015,RU000A0JVUD3,,,17.36,,,17.36,,,17.36,,,17.36,,,17.36,,,17.36,,,17.36,,,17.36,,,17.36,17.36,,,,,,,,,,,,,,,,,,,,,
Хакасия 2015 об.35005,RU000A0JVUH4,,,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ГруппаЧеркизово ПАО БО-001P-01,RU000A0JVUJ0,,,,62.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АФК ""Система"" ПАО БО 001P-01",RU000A0JVUK8,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,,,,48.62,,,
Вымпел-Коммуникации ПАО БО-02,RU000A0JVUN2,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,
Вымпел-Коммуникации ПАО БО-03,RU000A0JVUP7,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,,,,4.99,,,
РЕСО-Лизинг ООО БО-3,RU000A0JVUS1,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,
ИКС 5 ФИНАНС ООО БО-04,RU000A0JVUX1,,,,41.64,,,,,,41.64,,,,,,41.64,,,,,,41.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
РОСБАНК ПАО обл. БО-08,RU000A0JVUY9,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,
Мордовия 34002 обл.,RU000A0JVV49,,,,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РОСНАНО АО обл. 06,RU000A0JVVA7,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АО ""СМП Банк"" БО-01",RU000A0JVVK6,,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72
"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П02",RU000A0JVVL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АО ""СМП Банк"" БО-02",RU000A0JVVP5,,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72
городск. займ Волгограда 34008,RU000A0JVVR1,,6.75,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АО ""СМП Банк"" БО-03",RU000A0JVVT7,,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72,,,11.72
"""Российские ЖД"" ОАО БО-02",RU000A0JVW71,,,,35.90,,,,,,35.90,,,,,,35.90,,,,,,35.90,,,,,,35.90,,,,,,35.90,,,,,,35.90,,,,,,35.90,,,
РОСБАНК ПАО обл. БО-19,RU000A0JVWA5,,,,5.01,,,,,,,5.01,,,,,5.01,,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,,,,,5.01,,
"""Россельхозбанк"" (АО) БО-09",RU000A0JVWB3,,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45,,,17.45
ГосТранспортЛизингКомп БО-05,RU000A0JVWD9,,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42,,,27.42
ГосТранспортЛизингКомп БО-06,RU000A0JVWJ6,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64,,,23.64
Сбербанк ПАО об 01,RU000A0JVWL2,,,,,61.85,,,,,,61.85,,,,,,61.85,,,,,,61.85,,,,,,61.85,,,,,,61.85,,,,,,61.85,,,,,,61.85,,
РЕСО-Лизинг ООО БО-4,RU000A0JVXS5,,,,,47.87,,,,,,47.87,,,,,,47.87,,,,,,47.87,,,,,,47.87,,,,,,47.87,,,,,,47.87,,,,,,47.87,,
"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П03",RU000A0JVXX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АФК ""Система"" ПАО БО 001P-02",RU000A0JVXZ0,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,
РЖД ОАО 36 обл.,RU000A0JVY04,,,,,19.95,,,,,,19.95,,,,,,19.95,,,,,,19.95,,,,,,19.95,,,,,,19.95,,,,,,19.95,,,,,,19.95,,
РОСЭКСИМБАНК АО обл.01,RU000A0JVYG8,,,,,34.41,,,,,,34.41,,,,,,34.41,,,,,,34.41,,,,,,34.41,,,,,,34.41,,,,,,34.41,,,,,,34.41,,
"""МРСК Центра"" ПАО БО-04",RU000A0JVYL8,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,
МРСК Урала  БО-02,RU000A0JVYM6,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,,,,,57.74,,
ОГК-2 ПАО БО-001P-01R,RU000A0JVYN4,,,,,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОГК-2 ПАО БО-001P-02R,RU000A0JVYP9,,,,,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Концерн РОССИУМ ООО БО-01,RU000A0JVZA8,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,
ДелоПортс ООО 01,RU000A0JVZB6,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,
КАМАЗ ПАО БО-04,RU000A0JVZC4,,,,,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Концессии водоснабжения ООО 01,RU000A0JVZJ9,,,,,80.16,,,,,,,,,,,,80.16,,,,,,,,,,,,80.16,,,,,,,,,,,,80.16,,,,,,,,
Кубаньэнерго ПАО 001P-01,RU000A0JVZK7,,,,,52.06,,,,,,52.06,,,,,,52.06,,,,,,52.06,,,,,,52.06,,,,,,52.06,,,,,,52.06,,,,,,52.06,,
Почта России (АО) БО-01,RU000A0JVZY8,,,,,,16.67,,,,,,16.67,,,,,,16.67,,,,,,16.67,,,,,,16.67,,,,,,16.67,,,,,,,,,,,,,
"АО ""ПКТ"" обл. 01",RU000A0JW0S4,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,
КАМАЗ ПАО БО-13,RU000A0JW126,,,,,,51.81,,,,,,51.81,,,,,,51.81,,,,,,51.81,,,,,,51.81,,,,,,51.81,,,,,,51.81,,,,,,51.81,
Атомэнергопром АО БО-08,RU000A0JW175,,,,,,55.35,,,,,,55.35,,,,,,55.35,,,,,,55.35,,,,,,55.35,,,,,,55.35,,,,,,55.35,,,,,,55.35,
РОСНАНО АО обл. 07,RU000A0JW1G7,,,,,,63.58,,,,,,63.58,,,,,,63.58,,,,,,63.58,,,,,,,,,,,,,,,,,,,,,,,,,
Томская обл. 55 вып.(с аморт.),RU000A0JW1K9,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,18.51,,,,,,,,,,,,,,,,
ГосТранспортЛизингКомп БО-07,RU000A0JW1P8,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,,,20.32,
"""Россельхозбанк"" (АО) обл.27",RU000A0JW1V6,,,32.09,,,32.09,,,32.09,,,32.09,,,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Россельхозбанк"" (АО) обл.28",RU000A0JW1Z7,,,32.09,,,32.09,,,32.09,,,32.09,,,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИА АкБарс 2 кл.А,RU000A0JW316,,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58,,,4.58
Вертолеты России об. БО-01,RU000A0JW3A6,,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34
ТрансФин-М ПАО БО-42,RU000A0JW5B9,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,,47.37,,,,,
ГМК Нор.Никель ПАО об БО-05,RU000A0JW5C7,,57.84,,,,,,57.84,,,,,,57.84,,,,,,57.84,,,,,,57.84,,,,,,57.84,,,,,,57.84,,,,,,57.84,,,,,
"АО ""ПКТ"" обл. 02",RU000A0JW5E3,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,,65.32,,,,,
МЕТАЛЛОИНВЕСТ ХК АО БО-07,RU000A0JW5H6,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,,59.34,,,,,
ГПБ (АО) 2-ИП,RU000A0JW5K0,,15.68,,,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ВЭБ.РФ ПБО-001Р-01,RU000A0JW6P7,,,,,,,,115.68,,,,,,,,,,,,115.68,,,,,,,,,,,,115.68,,,,,,,,,,,,115.68,,,,,
ИКС 5 ФИНАНС ООО БО-05,RU000A0JW9G0,,,34.65,,,,,,34.65,,,,,,34.65,,,,,,34.65,,,,,,34.65,,,,,,,,,,,,,,,,,,,,,,
ИА Мультиоригинаторный 2 кл.А,RU000A0JWAT9,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,,,3.58,
"АКБ ""Держава"" 03",RU000A0JWB59,,,74.79,,,,,,74.79,,,,,,74.79,,,,,,74.79,,,,,,74.79,,,,,,74.79,,,,,,74.79,,,,,,74.79,,,,
ИА ВТБ - БМ2 кл. А,RU000A0JWBA7,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,,,3.07,
МЕТАЛЛОИНВЕСТ ХК АО БО-08,RU000A0JWBE9,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,
МЕТАЛЛОИНВЕСТ ХК АО БО-02,RU000A0JWBF6,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,,,54.60,,,,
ЕвразХолдинг Финанс 001P-01R,RU000A0JWBH2,,,62.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""СИБУР Холдинг""(ПАО) об.10",RU000A0JWBK6,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,
"АО ""ПКТ"" обл. 03",RU000A0JWBP5,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,,,62.33,,,,
Элемент Лизинг ООО обл.БО-04,RU000A0JWC66,,,19.32,,,19.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИНГ БАНК (ЕВРАЗИЯ) АО БО-01,RU000A0JWC74,,,17.83,,,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Российские ЖД"" ОАО БО-07",RU000A0JWC82,,,37.90,,,,,,37.90,,,,,,37.90,,,,,,37.90,,,,,,37.90,,,,,,37.90,,,,,,37.90,,,,,,37.90,,,,
"""О'КЕЙ"" ООО БО-06",RU000A0JWCK4,,,,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Трубная Мет.Комп."" ОАО БО-05",RU000A0JWCM0,,,,44.88,,,,,,44.88,,,,,,44.88,,,,,,44.88,,,,,,44.88,,,,,,44.88,,,,,,44.88,,,,,,44.88,,,
"""Российские ЖД"" ОАО БО-05",RU000A0JWD57,,,,51.36,,,,,,51.36,,,,,,51.36,,,,,,51.36,,,,,,51.36,,,,,,51.36,,,,,,51.36,,,,,,51.36,,,
"АО ""Объед.двигателестр.корп""02",RU000A0JWDA3,,,,43.88,,,,,,43.88,,,,,,43.88,,,,,,43.88,,,,,,43.88,,,,,,43.88,,,,,,,,,,,,,,,
"АО ""Объед.двигателестр.корп""03",RU000A0JWDB1,,,,,,57.34,,,,,,57.34,,,,,,57.34,,,,,,57.34,,,,,,57.34,,,,,,57.34,,,,,,57.34,,,,,,57.34,
РУСАЛ Братский алюм. з-д БО-01,RU000A0JWDN6,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,,,,0.05,,,
Транснефть ПАО БО- 05,RU000A0JWEB9,,,,50.36,,,,,,50.36,,,,,,50.36,,,,,,50.36,,,,,,50.36,,,,,,50.36,,,,,,50.36,,,,,,50.36,,,
ТрансФин-М ПАО БО-43,RU000A0JWEG8,,,,43.13,,,,,,43.13,,,,,,43.13,,,,,,43.13,,,,,,43.13,,,,,,43.13,,,,,,43.13,,,,,,43.13,,,
Промсвязьбанк ПАО БО-П01,RU000A0JWEU9,,,,50.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ООО ""Мираторг Финанс"" БО-06",RU000A0JWF22,,,,45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИАМультиоригинаторный 1 кл.А/4,RU000A0JWF30,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,,6.45,,
Абсолют Банк АКБ (ПАО) C01,RU000A0JWF71,,,,72.30,,,,,,72.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИКС 5 ФИНАНС ООО БО-06,RU000A0JWG05,,,,42.13,,,,,,42.13,,,,,,42.13,,,,,,42.13,,,,,,42.13,,,,,,,,,,,,,,,,,,,,,
"ПАО ""АНК ""Башнефть"" БО-06",RU000A0JWGC2,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,
"ПАО ""АНК ""Башнефть"" БО-08",RU000A0JWGD0,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,,,,,54.35,,
РОСБАНК ПАО обл. БО-20,RU000A0JWGS8,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,
Республика Саха (Якутия) об.08,RU000A0JWGT6,,11.54,,,11.54,,,11.54,,,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Почта России (АО) БО-02,RU000A0JWGV2,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,
Концессии водоснабжения ООО 02,RU000A0JWGW0,,,,,,,,,,,71.73,,,,,,,,,,,,71.73,,,,,,,,,,,,71.73,,,,,,,,,,,,71.73,,
"ПАО ""АНК ""Башнефть"" БО-02",RU000A0JWH87,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,,,,,52.36,,
ГОВОЗ РФ 12840077V (RU),RU000A0JWHA4,,,,,4750.00,,,,,,4750.00,,,,,,4750.00,,,,,,,4750.00,,,,,,4750.00,,,,,,4750.00,,,,,,4750.00,,,,,,4750.00,
Ярославская обл. об.2016г.,RU000A0JWHN7,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,19.95,,,,,,,,,,,,,,,,,
РОСБАНК ПАО обл. БО-14,RU000A0JWHT4,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,,,,,,5.04,
"""Российские ЖД"" ОАО БО-17",RU000A0JWHU2,,,,,49.12,,,,,,49.12,,,,,,49.12,,,,,,49.12,,,,,,49.12,,,,,,49.12,,,,,,49.12,,,,,,49.12,,
Новосибирск  мун.обл. 2016,RU000A0JWHW8,,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07,,,21.07
Структурные инвестиции КСН 01,RU000A0JWJQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72493.15,,,,,,,,,,
"ПАО ""МОЭСК"" БО-05",RU000A0JWJX2,,,,,,41.88,,,,,,41.88,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,,,,,41.88,,
"""Газпром нефть"" ПАО БО-03",RU000A0JWK41,,,,,,38.64,,,,,,38.64,,,,,,38.64,,,,,,38.64,,,,,,38.64,,,,,,38.64,,,,,38.64,,,,,,38.64,,
Группа Компаний Пионер БО-02.,RU000A0JWK66,,,0.02,,,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АО ""Объед.двигателестр.корп""01",RU000A0JWK74,,,,,,53.60,,,,,,53.60,,,,,,53.60,,,,,,53.60,,,,,,53.60,,,,,,53.60,,,,,,53.60,,,,,53.60,,
Транснефть ПАО БО-001P-01,RU000A0JWK90,,,,,,49.36,,,,,,49.36,,,,,,49.36,,,,,,49.36,,,,,,49.36,,,,,,,,,,,,,,,,,,,
МегаФон ПАО БО-001P-02,RU000A0JWKA8,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,,24.68,,24.68,,
Белгородская обл.2016 обл.,RU000A0JWKB6,,,24.46,,,24.46,,,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЯмалСтройИнвест ООО 01,RU000A0JWKL5,,,35.53,,,35.53,,,35.53,35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИА Вега-2 класс А,RU000A0JWKP6,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
ИА Вега-1 класс А,RU000A0JWKQ4,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
Нижегородская обл. 35011,RU000A0JWLD0,,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,,25.55,,25.55,,,,,,,,,,,,,
АО ЭталонЛенСпецСМУ БО-001P-01,RU000A0JWLG3,,,13.29,,,13.29,,,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Российские ЖД"" ОАО 42 обл.",RU000A0JWLU4,,,,,,48.37,,,,,,48.37,,,,,,48.37,,,,,,48.37,,,,,,48.37,,,,,,48.37,,,,,,48.37,,,,,,48.37,
ТрансФин-М ПАО БО-27,RU000A0JWLW0,,,,,,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П05",RU000A0JWM15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АО ""Тинькофф Банк"" БО-07",RU000A0JWM31,,,,,,36.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
АВТОБАН-Финанс АО об. 01,RU000A0JWM49,,,,,,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Самарская область 2016,RU000A0JWM56,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,24.03,,,,
РН БАНК АО об. 01,RU000A0JWMJ5,,,,,,,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Транснефть ПАО БО-001P-02,RU000A0JWMS6,,,,,,,48.12,,,,,,48.12,,,,,48.12,,,,,,,48.12,,,,,48.12,,,,,,,,,,,,,,,,,,,
МОСТОТРЕСТ ПАО 07 обл.,RU000A0JWN63,,,,,,,46.12,,,,,,46.12,,,,,,46.12,,,,,,46.12,,,,,,46.12,,,,,,46.12,,,,,,46.12,,,,,,46.12
МОСТОТРЕСТ ПАО 08 обл.,RU000A0JWN89,,55.60,,,,,,55.60,,,,,,55.60,,,,,,55.60,,,,,,55.60,,,,,,55.60,,,,,,55.60,,,,,55.60,,,,,,55.60
РОСБАНК ПАО обл. БО-26,RU000A0JWNB0,,,,,,,37.81,,,,,,37.81,,,,,,37.81,,,,,,37.81,,,,,,37.81,,,,,,37.81,,,,,,37.81,,,,,,
ВЭБ.РФ ПБО-001Р-03 USD,RU000A0JWNE4,,,,,,,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПАО ""МОЭСК"" БО-06",RU000A0JWNK1,,,,,,,0.00,,,,,,0.00,,,,,,0.00,,,,,,0.00,,,,,,0.00,,,,,,0.00,,,,,,0.00,,,,,,0.00
ГК ПИК (ПАО) БО-07,RU000A0JWP46,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38,,,,,,43.38
Совкомбанк ПАО обл. БО-03,RU000A0JWPA7,42.38,,,,,,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИКС 5 ФИНАНС ООО БО-07,RU000A0JWPL4,,42.63,,,,,,42.63,,,,,,42.63,,,,,,42.63,,,,,,42.63,,,,,42.63,,,,,,,,,,,,,,,,,,
Альфа-Банк АО обл. БО-16,RU000A0JWPV3,,38.89,,,,,,38.89,,,,,,38.89,,,,,,38.89,,,,,,38.89,,,,,,38.89,,,,,,38.89,,,,,,38.89,,,,,
Транснефть ПАО БО-001P-03,RU000A0JWPW1,,47.12,,,,,,47.12,,,,,,47.12,,,,,,47.12,,,,,,47.12,,,,,,47.12,,,,,,,,,,,,,,,,,
"""ТКБ"" ПАО обл С04",RU000A0JWQ45,,74.79,,,,,,74.79,,,,,,74.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МРСК Урала  БО-05,RU000A0JWR51,,46.47,,,,,,46.47,,,,,,46.47,,,,,,46.47,,,,,,46.47,,,,,,46.47,,,,,,46.47,,,,,,46.47,,,,,
"""Газпром нефть"" ПАО БО-01",RU000A0JWRE5,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,
"""Газпром нефть"" ПАО БО-04",RU000A0JWRF2,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,,46.87,,,,,
"ООО ""Мираторг Финанс"" БО-07",RU000A0JWRH8,,54.85,,,,,,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мобильные ТелеСистемы ПАО БО-2,RU000A0JWRV9,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,,37.40,,,,,
Транснефть ПАО БО-06,RU000A0JWS92,,,46.37,,,,,,46.37,,,,,46.37,,,,,,,46.37,,,,,46.37,,,,,,46.37,,,,,,46.37,,,,,,46.37,,,,,
Мордовия 34003 обл.,RU000A0JWSQ7,,,20.42,,,20.42,,,20.42,,,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
